,Unnamed: 0,C_LZ,C_bzip,C_gzip,LZ,LZ_rev,bzip,bzip_rev,conservativity,gzip,gzip_rev,max_model_size,monotonicity,num_chars,order_num,order_type,quantifier,quantity,uniformity
1310,14,1194.2796132198935,267.0,1199.0,74,43,292,242,True,1231,1167,10,non,4,1,lex,at_least_6_or_at_most_2,True,0.5677004506115443
1311,15,683.903710134469,126.5,1018.5,38,29,103,150,True,1022,1015,10,non,4,1,lex,even,True,0.5007317073170732
1312,16,908.4691074920556,196.5,1138.0,56,33,205,188,True,1147,1129,10,down,4,1,lex,at_most_3,True,0.7945483155711323
1313,17,847.2239991218048,174.0,1109.5,52,31,187,161,True,1114,1105,10,up,4,1,lex,at_least_3,True,0.5508161075745655
1314,18,1194.2796132198935,238.0,862.0,67,50,242,234,True,885,839,10,up,4,1,lex,first_3,False,0.8836056076103282
1315,19,1194.2796132198935,235.5,1211.0,63,54,239,232,True,1215,1207,10,up,4,1,lex,last_3,False,0.8836056076103282
1316,20,622.6586017642179,133.5,691.0,30,31,138,129,True,697,685,10,down,4,1,lex,not_all,True,0.9366483084185679
1317,21,408.3007224683397,113.5,557.0,20,20,114,113,False,561,553,10,up,4,1,lex,not_only,True,0.9366483084185679
1318,22,2582.5020696122488,465.5,1560.0,135,118,470,461,True,1592,1528,10,up,4,1,lex,most,True,0.5897475144839425
1319,23,2582.5020696122488,465.5,1560.0,135,118,470,461,False,1592,1528,10,up,4,1,lex,M,True,0.5897475144839425
1320,24,908.4691074920556,194.0,1137.0,56,33,198,190,True,1147,1127,10,up,4,2,lex,at_least_4,True,0.7945483155711323
1321,25,857.4315171835132,172.0,1057.0,53,31,181,163,True,1059,1055,10,up,4,2,lex,at_least_6,True,0.9831156569630212
1322,26,1194.2796132198935,267.0,1199.0,74,43,292,242,True,1231,1167,10,non,4,2,lex,at_least_6_or_at_most_2,True,0.5677004506115443
1323,27,683.903710134469,126.5,1018.5,38,29,103,150,True,1022,1015,10,non,4,2,lex,even,True,0.5007317073170732
1324,28,908.4691074920556,196.5,1138.0,56,33,205,188,True,1147,1129,10,down,4,2,lex,at_most_3,True,0.7945483155711323
1325,29,847.2239991218048,174.0,1109.5,52,31,187,161,True,1114,1105,10,up,4,2,lex,at_least_3,True,0.5508161075745655
1326,30,1255.5247215901445,254.0,863.5,67,56,274,234,True,883,844,10,up,4,2,lex,first_3,False,0.8836056076103282
1327,31,1143.2420229113511,246.5,1242.5,63,49,252,241,True,1248,1237,10,up,4,2,lex,last_3,False,0.8836056076103282
1328,32,581.828529517384,137.5,689.5,22,35,150,125,True,690,689,10,down,4,2,lex,not_all,True,0.9366483084185679
1329,33,622.6586017642179,133.5,691.0,30,31,138,129,False,697,685,10,up,4,2,lex,not_only,True,0.9366483084185679
1330,34,2255.861491637577,416.5,1495.5,115,106,439,394,True,1511,1480,10,up,4,2,lex,most,True,0.5897475144839425
1331,35,2255.861491637577,416.5,1495.5,115,106,439,394,False,1511,1480,10,up,4,2,lex,M,True,0.5897475144839425
1332,36,908.4691074920556,194.0,1137.0,56,33,198,190,True,1147,1127,10,up,4,3,lex,at_least_4,True,0.7945483155711323
1333,37,857.4315171835132,172.0,1057.0,53,31,181,163,True,1059,1055,10,up,4,3,lex,at_least_6,True,0.9831156569630212
1334,38,1194.2796132198935,267.0,1199.0,74,43,292,242,True,1231,1167,10,non,4,3,lex,at_least_6_or_at_most_2,True,0.5677004506115443
1335,39,683.903710134469,126.5,1018.5,38,29,103,150,True,1022,1015,10,non,4,3,lex,even,True,0.5007317073170732
1336,40,908.4691074920556,196.5,1138.0,56,33,205,188,True,1147,1129,10,down,4,3,lex,at_most_3,True,0.7945483155711323
1337,41,847.2239991218048,174.0,1109.5,52,31,187,161,True,1114,1105,10,up,4,3,lex,at_least_3,True,0.5508161075745655
1338,42,1133.0345048496424,226.5,722.0,62,49,234,219,True,718,726,10,up,4,3,lex,first_3,False,0.8836056076103282
1339,43,1092.2044326028083,175.5,1145.5,58,49,176,175,True,1149,1142,10,up,4,3,lex,last_3,False,0.8836056076103282
1340,44,408.3007224683397,113.5,557.0,20,20,114,113,True,561,553,10,down,4,3,lex,not_all,True,0.9366483084185679
1341,45,622.6586017642179,133.5,691.0,30,31,138,129,False,697,685,10,up,4,3,lex,not_only,True,0.9366483084185679
1342,46,1949.6359497863214,287.5,1437.5,102,89,295,280,True,1466,1409,10,up,4,3,lex,most,True,0.5897475144839425
1343,47,1949.6359497863214,287.5,1437.5,102,89,295,280,False,1466,1409,10,up,4,3,lex,M,True,0.5897475144839425
1344,48,908.4691074920556,194.0,1137.0,56,33,198,190,True,1147,1127,10,up,4,4,lex,at_least_4,True,0.7945483155711323
1345,49,857.4315171835132,172.0,1057.0,53,31,181,163,True,1059,1055,10,up,4,4,lex,at_least_6,True,0.9831156569630212
1346,50,1194.2796132198935,267.0,1199.0,74,43,292,242,True,1231,1167,10,non,4,4,lex,at_least_6_or_at_most_2,True,0.5677004506115443
1347,51,683.903710134469,126.5,1018.5,38,29,103,150,True,1022,1015,10,non,4,4,lex,even,True,0.5007317073170732
1348,52,908.4691074920556,196.5,1138.0,56,33,205,188,True,1147,1129,10,down,4,4,lex,at_most_3,True,0.7945483155711323
1349,53,847.2239991218048,174.0,1109.5,52,31,187,161,True,1114,1105,10,up,4,4,lex,at_least_3,True,0.5508161075745655
1350,54,1255.5247215901445,254.0,863.5,67,56,274,234,True,883,844,10,up,4,4,lex,first_3,False,0.8836056076103282
1351,55,1143.2420229113511,246.5,1242.5,63,49,252,241,True,1248,1237,10,up,4,4,lex,last_3,False,0.8836056076103282
1352,56,581.828529517384,137.5,689.5,22,35,150,125,True,690,689,10,down,4,4,lex,not_all,True,0.9366483084185679
1353,57,408.3007224683397,113.5,557.0,20,20,114,113,False,561,553,10,up,4,4,lex,not_only,True,0.9366483084185679
1354,58,2255.861491637577,416.5,1495.5,115,106,439,394,True,1511,1480,10,up,4,4,lex,most,True,0.5897475144839425
1355,59,2255.861491637577,416.5,1495.5,115,106,439,394,False,1511,1480,10,up,4,4,lex,M,True,0.5897475144839425
1356,60,908.4691074920556,194.0,1137.0,56,33,198,190,True,1147,1127,10,up,4,5,lex,at_least_4,True,0.7945483155711323
1357,61,857.4315171835132,172.0,1057.0,53,31,181,163,True,1059,1055,10,up,4,5,lex,at_least_6,True,0.9831156569630212
1358,62,1194.2796132198935,267.0,1199.0,74,43,292,242,True,1231,1167,10,non,4,5,lex,at_least_6_or_at_most_2,True,0.5677004506115443
1359,63,683.903710134469,126.5,1018.5,38,29,103,150,True,1022,1015,10,non,4,5,lex,even,True,0.5007317073170732
1360,64,908.4691074920556,196.5,1138.0,56,33,205,188,True,1147,1129,10,down,4,5,lex,at_most_3,True,0.7945483155711323
1361,65,847.2239991218048,174.0,1109.5,52,31,187,161,True,1114,1105,10,up,4,5,lex,at_least_3,True,0.5508161075745655
1362,66,1133.0345048496424,226.5,722.0,62,49,234,219,True,718,726,10,up,4,5,lex,first_3,False,0.8836056076103282
1363,67,1092.2044326028083,175.5,1145.5,58,49,176,175,True,1149,1142,10,up,4,5,lex,last_3,False,0.8836056076103282
1364,68,408.3007224683397,113.5,557.0,20,20,114,113,True,561,553,10,down,4,5,lex,not_all,True,0.9366483084185679
1365,69,581.828529517384,137.5,689.5,22,35,150,125,False,690,689,10,up,4,5,lex,not_only,True,0.9366483084185679
1366,70,1949.6359497863214,287.5,1437.5,102,89,295,280,True,1466,1409,10,up,4,5,lex,most,True,0.5897475144839425
1367,71,1949.6359497863214,287.5,1437.5,102,89,295,280,False,1466,1409,10,up,4,5,lex,M,True,0.5897475144839425
1368,72,1459.675082824314,252.0,1266.5,71,72,250,254,True,1279,1254,10,up,4,6,lex,at_least_4,True,0.7945483155711323
1369,73,1398.429974454063,240.5,1240.5,68,69,239,242,True,1244,1237,10,up,4,6,lex,at_least_6,True,0.9831156569630212
1370,74,2010.8810581565729,324.5,1354.0,99,98,322,327,True,1370,1338,10,non,4,6,lex,at_least_6_or_at_most_2,True,0.5677004506115443
1371,75,867.6390352452217,142.0,1084.5,46,39,143,141,True,1090,1079,10,non,4,6,lex,even,True,0.5007317073170732
1372,76,1459.675082824314,259.0,1268.5,71,72,261,257,True,1281,1256,10,down,4,6,lex,at_most_3,True,0.7945483155711323
1373,77,1296.3547938369784,243.5,1233.5,63,64,245,242,True,1244,1223,10,up,4,6,lex,at_least_3,True,0.5508161075745655
1374,78,1102.411950664517,249.5,768.5,57,51,269,230,True,773,764,10,up,4,6,lex,first_3,False,0.8836056076103282
1375,79,1092.2044326028083,186.0,1148.5,50,57,188,184,True,1143,1154,10,up,4,6,lex,last_3,False,0.8836056076103282
1376,80,520.5834211471331,111.5,573.0,30,21,117,106,True,570,576,10,down,4,6,lex,not_all,True,0.9366483084185679
1377,81,581.828529517384,137.5,689.5,22,35,150,125,False,690,689,10,up,4,6,lex,not_only,True,0.9366483084185679
1378,82,2643.747177982499,469.5,1558.0,136,123,465,474,True,1580,1536,10,up,4,6,lex,most,True,0.5897475144839425
1379,83,2643.747177982499,469.5,1558.0,136,123,465,474,False,1580,1536,10,up,4,6,lex,M,True,0.5897475144839425
1380,84,1459.675082824314,252.0,1266.5,71,72,250,254,True,1279,1254,10,up,4,7,lex,at_least_4,True,0.7945483155711323
1381,85,1398.429974454063,240.5,1240.5,68,69,239,242,True,1244,1237,10,up,4,7,lex,at_least_6,True,0.9831156569630212
1382,86,2010.8810581565729,324.5,1354.0,99,98,322,327,True,1370,1338,10,non,4,7,lex,at_least_6_or_at_most_2,True,0.5677004506115443
1383,87,867.6390352452217,142.0,1084.5,46,39,143,141,True,1090,1079,10,non,4,7,lex,even,True,0.5007317073170732
1384,88,1459.675082824314,259.0,1268.5,71,72,261,257,True,1281,1256,10,down,4,7,lex,at_most_3,True,0.7945483155711323
1385,89,1296.3547938369784,243.5,1233.5,63,64,245,242,True,1244,1223,10,up,4,7,lex,at_least_3,True,0.5508161075745655
1386,90,1102.411950664517,249.5,768.5,57,51,269,230,True,773,764,10,up,4,7,lex,first_3,False,0.8836056076103282
1387,91,1092.2044326028083,186.0,1148.5,50,57,188,184,True,1143,1154,10,up,4,7,lex,last_3,False,0.8836056076103282
1388,92,520.5834211471331,111.5,573.0,30,21,117,106,True,570,576,10,down,4,7,lex,not_all,True,0.9366483084185679
1389,93,408.3007224683397,113.5,557.0,20,20,114,113,False,561,553,10,up,4,7,lex,not_only,True,0.9366483084185679
1390,94,2643.747177982499,469.5,1558.0,136,123,465,474,True,1580,1536,10,up,4,7,lex,most,True,0.5897475144839425
1391,95,2643.747177982499,469.5,1558.0,136,123,465,474,False,1580,1536,10,up,4,7,lex,M,True,0.5897475144839425
1392,96,1398.429974454063,259.0,1264.5,66,71,272,246,True,1270,1259,10,up,4,8,lex,at_least_4,True,0.7945483155711323
1393,97,1367.807420268938,240.5,1199.0,65,69,249,232,True,1212,1186,10,up,4,8,lex,at_least_6,True,0.9831156569630212
1394,98,1929.2209136629046,336.0,1347.5,91,98,358,314,True,1354,1341,10,non,4,8,lex,at_least_6_or_at_most_2,True,0.5677004506115443
1395,99,745.1488185047199,155.5,1074.5,30,43,158,153,True,1074,1075,10,non,4,8,lex,even,True,0.5007317073170732
1396,100,1398.429974454063,261.5,1266.0,66,71,277,246,True,1272,1260,10,down,4,8,lex,at_most_3,True,0.7945483155711323
1397,101,1214.6946493433106,241.5,1229.0,57,62,263,220,True,1232,1226,10,up,4,8,lex,at_least_3,True,0.5508161075745655
1398,102,1235.1096854667273,251.5,819.5,57,64,272,231,True,824,815,10,up,4,8,lex,first_3,False,0.8836056076103282
1399,103,1071.7893964793916,220.5,1190.5,50,55,222,219,True,1187,1194,10,up,4,8,lex,last_3,False,0.8836056076103282
1400,104,520.5834211471331,111.5,573.0,30,21,117,106,True,570,576,10,down,4,8,lex,not_all,True,0.9366483084185679
1401,105,622.6586017642179,133.5,691.0,30,31,138,129,False,697,685,10,up,4,8,lex,not_only,True,0.9366483084185679
1402,106,2266.069009699285,420.0,1484.0,114,108,452,388,True,1492,1476,10,up,4,8,lex,most,True,0.5897475144839425
1403,107,2266.069009699285,420.0,1484.0,114,108,452,388,False,1492,1476,10,up,4,8,lex,M,True,0.5897475144839425
1404,108,1398.429974454063,259.0,1264.5,66,71,272,246,True,1270,1259,10,up,4,9,lex,at_least_4,True,0.7945483155711323
1405,109,1367.807420268938,240.5,1199.0,65,69,249,232,True,1212,1186,10,up,4,9,lex,at_least_6,True,0.9831156569630212
1406,110,1929.2209136629046,336.0,1347.5,91,98,358,314,True,1354,1341,10,non,4,9,lex,at_least_6_or_at_most_2,True,0.5677004506115443
1407,111,745.1488185047199,155.5,1074.5,30,43,158,153,True,1074,1075,10,non,4,9,lex,even,True,0.5007317073170732
1408,112,1398.429974454063,261.5,1266.0,66,71,277,246,True,1272,1260,10,down,4,9,lex,at_most_3,True,0.7945483155711323
1409,113,1214.6946493433106,241.5,1229.0,57,62,263,220,True,1232,1226,10,up,4,9,lex,at_least_3,True,0.5508161075745655
1410,114,1235.1096854667273,251.5,819.5,57,64,272,231,True,824,815,10,up,4,9,lex,first_3,False,0.8836056076103282
1411,115,1071.7893964793916,220.5,1190.5,50,55,222,219,True,1187,1194,10,up,4,9,lex,last_3,False,0.8836056076103282
1412,116,520.5834211471331,111.5,573.0,30,21,117,106,True,570,576,10,down,4,9,lex,not_all,True,0.9366483084185679
1413,117,408.3007224683397,113.5,557.0,20,20,114,113,False,561,553,10,up,4,9,lex,not_only,True,0.9366483084185679
1414,118,2266.069009699285,420.0,1484.0,114,108,452,388,True,1492,1476,10,up,4,9,lex,most,True,0.5897475144839425
1415,119,2266.069009699285,420.0,1484.0,114,108,452,388,False,1492,1476,10,up,4,9,lex,M,True,0.5897475144839425
1416,120,1459.675082824314,252.0,1266.5,71,72,250,254,True,1279,1254,10,up,4,10,lex,at_least_4,True,0.7945483155711323
1417,121,1398.429974454063,240.5,1240.5,68,69,239,242,True,1244,1237,10,up,4,10,lex,at_least_6,True,0.9831156569630212
1418,122,2010.8810581565729,324.5,1354.0,99,98,322,327,True,1370,1338,10,non,4,10,lex,at_least_6_or_at_most_2,True,0.5677004506115443
1419,123,867.6390352452217,142.0,1084.5,46,39,143,141,True,1090,1079,10,non,4,10,lex,even,True,0.5007317073170732
1420,124,1459.675082824314,259.0,1268.5,71,72,261,257,True,1281,1256,10,down,4,10,lex,at_most_3,True,0.7945483155711323
1421,125,1296.3547938369784,243.5,1233.5,63,64,245,242,True,1244,1223,10,up,4,10,lex,at_least_3,True,0.5508161075745655
1422,126,1296.3547938369784,233.0,829.0,62,65,244,222,True,836,822,10,up,4,10,lex,first_3,False,0.8836056076103282
1423,127,1378.0149383306464,231.0,1241.5,67,68,237,225,True,1247,1236,10,up,4,10,lex,last_3,False,0.8836056076103282
1424,128,581.828529517384,137.5,689.5,22,35,150,125,True,690,689,10,down,4,10,lex,not_all,True,0.9366483084185679
1425,129,520.5834211471331,111.5,573.0,30,21,117,106,False,570,576,10,up,4,10,lex,not_only,True,0.9366483084185679
1426,130,2072.126166526824,309.0,1250.0,103,100,310,308,True,1256,1244,10,up,4,10,lex,most,True,0.5897475144839425
1427,131,2072.126166526824,309.0,1250.0,103,100,310,308,False,1256,1244,10,up,4,10,lex,M,True,0.5897475144839425
1428,132,1398.429974454063,259.0,1264.5,66,71,272,246,True,1270,1259,10,up,4,11,lex,at_least_4,True,0.7945483155711323
1429,133,1367.807420268938,240.5,1199.0,65,69,249,232,True,1212,1186,10,up,4,11,lex,at_least_6,True,0.9831156569630212
1430,134,1929.2209136629046,336.0,1347.5,91,98,358,314,True,1354,1341,10,non,4,11,lex,at_least_6_or_at_most_2,True,0.5677004506115443
1431,135,745.1488185047199,155.5,1074.5,30,43,158,153,True,1074,1075,10,non,4,11,lex,even,True,0.5007317073170732
1432,136,1398.429974454063,261.5,1266.0,66,71,277,246,True,1272,1260,10,down,4,11,lex,at_most_3,True,0.7945483155711323
1433,137,1214.6946493433106,241.5,1229.0,57,62,263,220,True,1232,1226,10,up,4,11,lex,at_least_3,True,0.5508161075745655
1434,138,1255.5247215901445,232.0,829.5,62,61,245,219,True,852,807,10,up,4,11,lex,first_3,False,0.8836056076103282
1435,139,1296.3547938369784,221.0,1235.5,61,66,226,216,True,1239,1232,10,up,4,11,lex,last_3,False,0.8836056076103282
1436,140,622.6586017642179,133.5,691.0,30,31,138,129,True,697,685,10,down,4,11,lex,not_all,True,0.9366483084185679
1437,141,520.5834211471331,111.5,573.0,30,21,117,106,False,570,576,10,up,4,11,lex,not_only,True,0.9366483084185679
1438,142,2072.126166526824,308.5,1245.5,103,100,312,305,True,1252,1239,10,up,4,11,lex,most,True,0.5897475144839425
1439,143,2072.126166526824,308.5,1245.5,103,100,312,305,False,1252,1239,10,up,4,11,lex,M,True,0.5897475144839425
